title,company,expected,link,project,level,work mode,salary,salary_for,city,ukrainian_people
Senior DevOps Engineer for Samsung Ads Project,Samsung R&D Institute Poland,"Kubernetes,AWS,Terraform,Prometheus,Go,Ruby,Python,Java","https://www.pracuj.pl/praca/senior-devops-engineer-for-samsung-ads-project-warszawa-plac-europejski-1,oferta,1003716918","We seek a highly skilled and motivated DevOps engineers to join our growing Samsung Ads team in role of embedded Site Reliability Engineering (SRE). As SRE, you will lead development and buildout of components of Samsung’s DSP platform.,As an embedded Site Reliability Engineering (SRE) you’ll be part of a software development team and act as a subject matter expert on the challenges of usability, performance, reliability, scalability and observability.,The ideal candidate has deep knowledge and a strong interest in process automation, observability, software-defined infrastructure, and approaches it from the perspective of a software engineer. Challenges of globally distributed services, deciding what and when state should be shared, and simulating failure scenarios should drive you.,Samsung Ads is a highly successful and fast-growing business for over last six years. This business and its continued future success depend on the products, technologies, and tools owned by Samsung. Hundreds of people strong, with a substantial presence in five countries, Samsung Ads team is a dynamic and complex organization operating across a broad spectrum of product and strategic domains.,Join our team and play a key role in shaping the future of our ad tech platform.,Technologies in use:,•	Kubernetes,•	Rancher,•	Bare-metal and AWS,•	Terraform, Salt,•	Vault, Sumo Logic, Prometheus",senior specialist (Senior),hybrid work,,,Warszawa,False
Senior SOC Engineer,The Stepstone Group Polska sp. z o.o.,Python,"https://www.pracuj.pl/praca/senior-soc-engineer-warszawa-pulawska-180,oferta,1003668370","As a Senior SOC Engineer you will be responsible for monitoring, analysing and responding to security threats, using tools like SIEM and EDR platforms.,You'll lead the team in incident detection and response efforts, ensuring swift containment and recovery. Your role involves automating security workflows using Python to enhance efficiency and leveraging the MITRE ATT&CK framework to map and analyse threats and create a staged visualization of the relevant attacks that potentially will materialize.,You will play a vital role as we reimagine the labour market to make it work for everybody.",senior specialist (Senior),hybrid work,,,Warszawa,False
"Data Engineer 0,5 FTE",SQUARE ONE RESOURCES sp. z o.o.,"AWS,Python,SQL","https://www.pracuj.pl/praca/data-engineer-0-5-fte-warszawa-pulawska-2,oferta,1003665697","Minimize time between clinical cut off date (CCOD) / LPLV to marketing authorization of pivotal studies through accelerated filing and HA interactions.,Streamline other submission types that are not part of a major filing (e.g, US INDs, CTAs, International filings as prioritised by pharma strategy).",senior specialist (Senior),home office work,"130,00–150,00",net (+ VAT) / hr.,Warszawa,False
Engineering Manager - Google Compute Engine Autoscaling,Google,"Python,C,C++,Java,JavaScript","https://www.pracuj.pl/praca/engineering-manager-google-compute-engine-autoscaling-warszawa-emilii-plater-53,oferta,1003714686","Like Google's own ambitions, the work of a Software Engineer goes beyond just Search. Software Engineering Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of Engineers. You not only optimize your own code but make sure Engineers are able to optimize theirs. As a Software Engineering Manager you manage your project goals, contribute to product strategy and help develop your team. Teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.,With technical and leadership expertise, you manage engineers across multiple teams and locations, a large product budget and oversee the deployment of large-scale projects across multiple sites internationally.,Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",senior specialist (Senior),hybrid work,,,Warszawa,False
Projektant urządzeń cyfrowych,PIT-RADWAR S.A.,"FPGA,VHDL","https://www.pracuj.pl/praca/projektant-urzadzen-cyfrowych-warszawa-poligonowa-30,oferta,1003702382",Rozój systemów radarowych.,"specjalista (Mid / Regular), młodszy specjalista (Junior)","praca stacjonarna, praca hybrydowa",,,Warszawa,False
Full Stack,Kingspan Water & Energy Sp. z o.o.,,"https://www.pracuj.pl/praca/full-stack-rokietnica-pow-poznanski-topolowa-5,oferta,1003719891","The development team develops and maintains back-end and front-end  application. The application displays a significant amount of data, hence we put great emphasis on the efficiency of implemented solutions and technical implementation. Full-stack developer role is dealing with all parts of the system, designing new functions based on project requirements, and support of the production process in case of errors.",senior specialist (Senior),home office work,,,Rokietnica (pow. poznański),False
Data Engineer (Fulfillment),Tesco Technology,"Scala,Python,Apache Yarn,Apache Hive,Kyuubi,Airflow","https://www.pracuj.pl/praca/data-engineer-fulfillment-krakow-przy-rondzie-4,oferta,1003698208","The Fulfillment Data department at Tesco Technology is at the forefront of data processing and order fulfillment within the retail and technology industry. This vital department handles a range of responsibilities, including:,Analyzing order and delivery data to optimize logistics processes and enhance delivery efficiency.,Managing critical data related to customer orders, suppliers, and products to ensure the seamless flow of our fulfillment operations.,Upholding data integrity and security during the processing of order and delivery-related information.,As we continue to expand, we are actively seeking a skilled Data Engineer to join our team of analytics experts. In this role, you will take charge of expanding and refining our data and data pipeline architecture. Additionally, you will be instrumental in optimizing data flow and collection to cater to the needs of cross-functional teams.,Our ideal candidate is an experienced data pipeline builder and data enthusiast who relishes the opportunity to optimize data systems and construct them from the ground up. As a Data Engineer, you will collaborate closely with software developers, database architects, data analysts, and data scientists on various data-driven initiatives. You will play a crucial role in ensuring that the optimal data delivery architecture remains consistent across all ongoing projects.,This role calls for a high level of self-direction and the ability to effectively support the data requirements of multiple teams, systems, and products. If you are enthusiastic about the prospect of optimizing, and possibly even redesigning, our company's data architecture to support our next generation of products and data initiatives, we encourage you to apply and be part of our dynamic team shaping the future of our data operations!",specialist (Mid / Regular),hybrid work,18500–26000,gross / mth.,Kraków,True
Staż #Konica Minolta Adventure​ w dziale Video Solution Services,Konica Minolta Business Solutions Polska,,"https://www.pracuj.pl/praca/staz-%23konica-minolta-adventure-w-dziale-video-solution-services-warszawa,oferta,1003664876",,praktykant / stażysta,praca mobilna,,,,False
"Assistant Vice President, Model Validation (Credit Risk)",HSBC Service Delivery (Polska) Sp. z o.o.,"Python,R,SAS","https://www.pracuj.pl/praca/assistant-vice-president-model-validation-credit-risk-krakow-kapelanka-42a,oferta,1003679138","The role of the AVP/Senior AVP is to perform model review (i.e., quantitative analysis and qualitative research with focus on model data, design, performance, and implementation) to formulate opinions about models’ conceptual soundness and adequacy for intended usage. Role responsibilities also cover documentation of conclusions and identified model risk indicators.",manager / supervisor,hybrid work,,,Kraków,True
Linux Administrator,HCL Poland,"Kubernetes,JBoss,Tomcat,Go,Angular,Python,.NET","https://www.pracuj.pl/praca/linux-administrator-krakow-opolska-112,oferta,1003698199",,specialist (Mid / Regular),home office work,,,Kraków,False
Full Stack Power BI Developer,Integer Group Services Sp. z o.o,,"https://www.pracuj.pl/praca/full-stack-power-bi-developer-warszawa-czerniakowska-87a,oferta,1003716262",,specjalista (Mid / Regular),praca hybrydowa,,,Warszawa,False
MLOps,Devire,,"https://www.pracuj.pl/praca/mlops-warszawa,oferta,1003680474","Devire IT Outsourcing is a form of cooperation dedicated to IT professionals, based on the principles of own business - B2B, implementing projects for clients running innovative and modern projects.,Our client is one of the world's largest food and beverage companies. They are looking for MLOps who join their Data Science Hub Europe and will be part of a team dedicated to delivering efficient and high-quality data solutions. You will collaborate with data scientists, data analysts, and engineers to build, scale, and operate our machine learning &amp; analytics platform.,Your skill, competence, and creativity will directly support and impact critical business decisions,in areas of supply chain and marketing.,Salary: 100-130 zł/h netto (B2B) (additional days-off),Location: remote position with occasional visits in the office every 1-2 months,Language: communication in English daily",specialist (Mid / Regular),home office work,"100,00–130,00",net (+ VAT) / hr.,,False
Risk Modelling Analyst,Citi Handlowy,,"https://www.pracuj.pl/praca/risk-modelling-analyst-warszawa-senatorska-16,oferta,1003666273",,specialist (Mid / Regular),hybrid work,,,Warszawa,False
QA Automation Tech Lead (Computer Networking),PLVISION,"Python,Pytest,PTF","https://www.pracuj.pl/praca/qa-automation-tech-lead-computer-networking-krakow-siewna-18,oferta,1003712078","The project's key focus is to extend SONiC's capabilities to meet the unique requirements of a disaggregated network stack focused on providing low-latency, high-speed communication for high-performance computing (HPC) environments, ensuring smooth integration with the switch's hardware, and maintaining high-performance traffic.,In this role, you will start a new project based on Software for Open Networking in the Cloud (SONiC) — the most popular open-source network operating system. You will lead the QA project team and contribute to developing an embedded networking device.,You will join a collaborative and rewarding environment with open, transparent communication, well-established processes, minimum formalities, and maximum trust. This is your chance to secure your career and gain valuable skills by working in a strong expert community.","senior specialist (Senior), expert",home office work,,,Kraków,True
UiPath Developer,Scalo Sp. z o.o.,Python,"https://www.pracuj.pl/praca/uipath-developer-krakow,oferta,1003689213",,specjalista (Mid / Regular),praca hybrydowa,"140,00–170,00",netto (+ VAT) / godz.,,False
Business Unit Technical Manager,Reply Polska Sp. z o.o.,"Java,Python,SAP,Spring Framework","https://www.pracuj.pl/praca/business-unit-technical-manager-katowice-wroclawska-54,oferta,1003695531",,team manager,hybrid work,22000–28000,gross / mth.,Katowice,False
Senior Cloud Engineer - Oracle Cloud,GPC GLOBAL TECHNOLOGY CENTER,"Google Cloud Platform,Azure,AWS","https://www.pracuj.pl/praca/senior-cloud-engineer-oracle-cloud-krakow-lubicz-23a,oferta,1003678584","As a Senior Engineer specializing in Oracle Cloud, you will be responsible for designing, implementing, and managing robust and scalable cloud solutions. You will work closely with cross-functional teams to ensure our cloud infrastructure aligns with business goals and operates efficiently and securely.",senior specialist (Senior),hybrid work,,,Kraków,False
Lead Performance Engineer (6 months),VML Enterprise Solutions Sp. z o.o.,"JMeter,K6,Locust,LoadRunner,Python,Data Dog,Dynatrace,AppDynamics,New Relic,AWS,Google Cloud Platform,DB2,Oracle","https://www.pracuj.pl/praca/lead-performance-engineer-6-months-poznan-wierzbiecice-1a,oferta,1003687619","The Lead Performance Engineer plays a critical role in ensuring the performance, scalability, and reliability of our innovative platform project that provides holistic AI solutions to our internal and external audiences. This role demands a highly motivated and experienced individual with a deep understanding of performance testing methodologies, tools, and analysis. The Lead Performance Engineer will be responsible for driving the performance testing strategy, mentoring junior team members, and collaborating with cross-functional teams to identify and resolve performance bottlenecks. This individual will also be instrumental in researching and implementing new performance testing tools and techniques to continuously improve our performance engineering practices.",expert,home office work,25000–34000,net (+ VAT) / mth.,Poznań,True
Mainframe Storage Engineer,Edge One Solutions Sp. z o.o.,"REXX,Python","https://www.pracuj.pl/praca/mainframe-storage-engineer-krakow,oferta,1003676624","Nasz klient to międzynarodowa instytucja finansowa z siedzibą w Brukseli specjalizująca w obsłudze transakcji na rynkach kapitałowych. Zapewnia rozliczenia, przechowywanie i obsługę krajowych i transgranicznych papierów wartościowych, od obligacji, akcji i instrumentów pochodnych po fundusze inwestycyjne. Łączy ponad 2000 rynków finansowych i uczestników na całym świecie.",specjalista (Mid / Regular),praca hybrydowa,,,,False
Młodszy Analityk,DSV ISS,,"https://www.pracuj.pl/praca/mlodszy-analityk-warszawa-tasmowa-10,oferta,1003719745",,"specjalista (Mid / Regular), młodszy specjalista (Junior)",praca hybrydowa,,,Warszawa,False
Senior Data Scientist Analyst,Brown Brothers Harriman,"Python,SQL","https://www.pracuj.pl/praca/senior-data-scientist-analyst-krakow-stanislawa-klimeckiego-1,oferta,1003714665","As a Data Scientist you will play a critical part in BBH Digital transformation by conducting research, designing, prototyping, and validating machine learning models to assure achievement of desired business outcomes.",senior specialist (Senior),hybrid work,,,Kraków,True
Senior Manager Wholesale Impairments and Stress Testing,HSBC Service Delivery (Polska) Sp. z o.o.,,"https://www.pracuj.pl/praca/senior-manager-wholesale-impairments-and-stress-testing-krakow-kapelanka-42a,oferta,1003696718",,director,hybrid work,,,Kraków,True
Administrator DevOps,MATRONIX Marcin Moczulski,"Kubernetes,Red Hat,Debian,Linux,Ansible,Helm,Git,Bash,Grafana,Prometheus,PostgreSQL,Docker","https://www.pracuj.pl/praca/administrator-devops-pawlowice-pow-pszczynski,oferta,1003721367",,"specjalista (Mid / Regular), starszy specjalista (Senior)",praca stacjonarna,8000–13000,brutto / mies.,,False
Senior Software Engineer (Machine Learning - MLOps) for Product Intelligence Team,Tesco Technology,"Python,Fine,Microsoft Azure","https://www.pracuj.pl/praca/senior-software-engineer-machine-learning-mlops-for-product-intelligence-team-krakow-przy-rondzie-4,oferta,1003698205","Product Intelligence is part of commercial domain of Tesco.  We help our customers and the communities where we operate get the most value from data. We look after Product data and associated entities and try to continuously enrich it. We have an opportunity to make difference in our our customers shop at Tesco . Product data plays crucial role across entire retail domain and enhancing it, creating new offering on top of it unlocks lot of Business values.",senior specialist (Senior),hybrid work,,,Kraków,False
